ID,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES_2018,GANANCIA_PERDIDA_2018,TOTAL_ACTIVOS_2018,TOTAL_PASIVOS_2018,TOTAL_PATRIMONIO_2018,INGRESOS_OPERACIONALES_2017,GANANCIA_PERDIDA_2017,TOTAL_ACTIVOS_2017,TOTAL_PASIVOS_2017,TOTAL_PATRIMONIO_2017,GRUPO_EN_NIIF
847,890.917.295,COMERCIAL ALLAN SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,MANUFACTURA,156376908,14030097,218799759,71224991,147574768,147804911,8656591,218721638,68086387,150635251,NIIF PLENAS-GRUPO 1
848,830.511.110,Empaquetaduras y Empaques S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,156171695,3825191,63983161,50200709,13782452,25147196,1783117,17629185,7671925,9957260,NIIF PYMES-GRUPO 2
849,860.350.253,VD EL MUNDO A SUS PIES,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,156041979,4941391,234975433,147946853,87028580,135259839,-4040322,271468367,141437628,130030739,NIIF PYMES-GRUPO 2
850,900.386.417,Diebold Colombia S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,155849872,23905578,148532883,60826295,87706588,123984233,11645316,114687262,39770253,74917009,NIIF PLENAS-GRUPO 1
851,890.203.194,ETERNA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,155826203,5290222,174916272,109752823,65163449,132838263,4785828,154048943,94175714,59873229,NIIF PLENAS-GRUPO 1
852,805.028.991,Petrosantander (Colombia) Inc,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,155448925,1958691,38694618,25913820,12780798,160473324,2830385,35000369,23575221,11425148,NIIF PYMES-GRUPO 2
853,810.003.907,CARIBEMOTOR DE MEDELLIS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,155275125,19452736,75030414,33300059,41730355,110198250,13606397,51337288,22059672,29277616,NIIF PYMES-GRUPO 2
854,900.074.364,PALMAS DEL CESAR S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,MANUFACTURA,155257298,8469568,117018526,80090857,36927669,138946524,6309657,81419129,52961028,28458101,NIIF PYMES-GRUPO 2
855,817.000.747,COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,CALOTO-CAUCA,MANUFACTURA,155168642,8266913,95157911,52736021,42421890,189442150,10805015,95634382,60732228,34902154,NIIF PLENAS-GRUPO 1
856,802.009.663,LITOPLAS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,154989799,1993571,161076062,102988275,58087787,150686637,1783765,155749344,97981412,57767932,NIIF PYMES-GRUPO 2
857,900.219.353,Seaboard Overseas Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,154913396,-3268721,19278833,21962511,-2683678,128070142,-3038877,35491168,37903070,-2411902,NIIF PYMES-GRUPO 2
858,890.906.397,FERRO COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,MANUFACTURA,154689276,856630,162993500,49442125,113551375,149715727,4374534,146139945,42344482,103795463,NIIF PLENAS-GRUPO 1
859,900.239.001,PRODUCTOS FAMILIA CAJICA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,MANUFACTURA,153809730,11595473,177786358,24110633,153675725,137267021,29742528,165787016,23706764,142080252,NIIF PLENAS-GRUPO 1
860,890.900.115,A LAUMAYER Y COMPAÑIA EXPORTADORES DE CAFE S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,153551384,852194,60353538,46926911,13426627,195705955,-151801,63676145,51117829,12558316,NIIF PLENAS-GRUPO 1
861,824.001.398,“DUSAKAWI A.R.S.I.”,SUPERSALUD,Costa Atlántica,CESAR,VALLEDUPAR,SERVICIOS,153520798.84,5537411.05,22317681.11,25281893.18,-2964212.07,135565353.85,10747392.49,11786492.21,20288115.32,-8501623.11,REGIMEN R 414 de 2014 - CGN
862,890.327.282,AUTOPACIFICO SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,153348272,626138,68957229,42253282,26703947,133237464,3838565,63638176,36560367,27077809,NIIF PYMES-GRUPO 2
863,809.000.555,DIANA AGRICOLA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,153237398,-805391,135298678,97965275,37333403,170451407,2045807,116630294,84586685,32043609,NIIF PLENAS-GRUPO 1
864,860.019.205,ALIMENTOS CONCENTRADOS RAZA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,153213196,-2337038,89333633,50720784,38612849,134199199,-871454,85087743,44125592,40962151,NIIF PLENAS-GRUPO 1
865,860.533.206,ENERGIA INTEGRAL ANDINA S.A. EN REORGANIZACION,SUPERSOCIEDADES,Costa Atlántica,SAN ANDRES Y PROVIDENCIA,SAN-ANDRES-SAN ANDRES Y PROVIDENCIA,COMERCIO,153165157,4335869,602913025,290830240,312082785,158687489,20925233,576707653,272937313,303770340,NIIF PLENAS-GRUPO 1
866,800.082.726,CONSTRUCTORA HAYUELOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,153052764,113319901,469992790,126132604,343860186,27539094,14477980,360667162,138697437,221969725,NIIF PYMES-GRUPO 2
867,890.903.711,PROCESADORA DE LECHES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,153045927,-5172978,102284724,58203279,44081445,134796318,-11203599,104271605,55009698,49261907,NIIF PLENAS-GRUPO 1
868,800.239.471,EPSON COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,152984531,-3712504,85832419,107291359,-21458940,158489651,2042763,82699638,92156221,-9456583,NIIF PLENAS-GRUPO 1
869,860.020.309,BECTON DICKINSON DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,152960747,5196799,120739520,57870913,62868607,141162258,3942262,106228175,46882661,59345514,NIIF PLENAS-GRUPO 1
870,900.844.097,COMERCIALIZADORA INTERNACIONAL ATLANTICMETALS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,152839639,1227331,25159343,21806168,3353175,38585946,73652,23093432,20967588,2125844,NIIF PYMES-GRUPO 2
871,900.038.933,DIGITEX INTERNACIONAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,152722867,-176216,99060682,80456972,18603710,139445266,-1580818,95137209,76357283,18779926,NIIF PLENAS-GRUPO 1
872,900.017.459,INVERSIONES FALABELLA DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,152600992,154128814,1197008541,90798665,1106209876,122346751,126768278,1150459114,35067893,1115391221,NIIF PLENAS-GRUPO 1
873,890.204.814,MANUFACTURAS Y PROCESOS INDUSTRIALES LTDA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,MANUFACTURA,152490441,5247983,85297565,60192852,25104713,124261311,1384960,85793455,59543338,26250117,NIIF PLENAS-GRUPO 1
874,900.108.579,AUTOMOTORES COMERCIALES AUTOCOM S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,152265754,-12116732,118728322,114947292,3781030,140659058,-18964598,127431860,143182577,-15750717,NIIF PLENAS-GRUPO 1
875,890.205.952,GAS NATURAL DEL ORIENTE S.A.E.S.P.,SUPERSERVICIOS,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,SERVICIOS,151905502,32820497,146335892,73779958,72555934,136991765,34819216,151870269,68654671,83215598,NIIF PLENAS-GRUPO 1
876,900.345.431,AGROPAISA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,151737910,3334901,76801285,56273850,20527435,136763449,2471915,64831519,47638985,17192534,NIIF PYMES-GRUPO 2
877,860.521.637,ORGANIZACION CARDENAS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,151657800,626314,119029344,76230339,42799005,157237331,803132,125025148,85925944,39099204,NIIF PYMES-GRUPO 2
878,800.198.020,CARNES CASABLANCA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,151643711,2783398,87978218,75214129,12764089,137234409,2455315,68524687,58543996,9980691,NIIF PYMES-GRUPO 2
879,890.101.138,PELAEZ HERMANOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,151611722,13901697,122577961,25184382,97393579,145930920,9890861,113845269,23970027,89875242,NIIF PYMES-GRUPO 2
880,860.001.986,INGENIEROS CONSULTORES CIVILES Y ELÉCTRICOS S.A.S. INGETEC S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,151590367,7093234,59459073,41540645,17918428,106491050,6228159,55786724,35276808,20509916,NIIF PYMES-GRUPO 2
881,830.095.262,QMAX SOLUTIONS COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,151536369,4757444,127053220,44777688,82275532,117680551,-4968834,98135306,38984479,59150827,NIIF PLENAS-GRUPO 1
882,900.541.359,Win Sports S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,151169662,16057041,168449542,64725867,103723675,126893379,4093137,163139496,75472862,87666634,NIIF PLENAS-GRUPO 1
883,832.004.332,MINAS Y MINERALES SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA-CUNDINAMARCA,COMERCIO,151038652,4242915,41309410,27120734,14188676,115766180,3701787,35415455,23470729,11944726,NIIF PYMES-GRUPO 2
884,830.037.955,MASTERFOODS COLOMBIA LTDA - EFFEM COLOMBIA LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,MALAMBO-ATLANTICO,MANUFACTURA,150927984,1149186,94793761,51434935,43358826,142714442,-1926055,88027937,45818297,42209640,NIIF PLENAS-GRUPO 1
885,800.241.810,INDUSTRIA DE ELECTRODOMESTICOS SAS INDUSEL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,150919301,4273462,281926385,197025220,84901165,107771429,3244654,203969700,123341997,80627703,NIIF PYMES-GRUPO 2
886,890.908.493,COMESTIBLES DAN SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,150258106,1605336,80201250,52279172,27922078,132472582,1104018,74717226,50256087,24461139,NIIF PLENAS-GRUPO 1
887,800.167.919,STILOTEX S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,149829070,1714209,136537566,99651456,36886110,150340065,3555432,140262057,104382437,35879620,NIIF PLENAS-GRUPO 1
888,860.002.428,Bristol Myers Squibb de Colombia SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,149810417,5543956,95723676,22678794,73044882,130467425,6303527,96102134,28601208,67500926,NIIF PLENAS-GRUPO 1
889,900.797.732,SBI INTERNATIONAL HOLDINGS AG,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,149580481,-34596860,297462467,327862221,-30399754,0,0,184346688,191706042,-7359354,NIIF PLENAS-GRUPO 1
890,800.019.437,CORRUGADOS DEL DARIEN S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,APARTADO-ANTIOQUIA,MANUFACTURA,149498739,17220023,127607470,56616748,70990722,142063891,17899181,92159212,38388511,53770701,NIIF PLENAS-GRUPO 1
891,800.250.382,AMAREY NOVA MEDICAL S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,148877687,6611149,147601893,77751546,69850347,139992639,8280121,147436039,74396841,73039198,NIIF PLENAS-GRUPO 1
892,800.093.391,NOVAMED S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,148870208,7084956,75161233,36074391,39086842,138296779,5155557,65116197,32314311,32801886,NIIF PLENAS-GRUPO 1
893,900.150.942,AGROINDUSTRIAS DEL CAUCA SA,SUPERSOCIEDADES,Costa Pacífica,CAUCA,GUACHENE-CAUCA,MANUFACTURA,148853840,9246451,308674942,70778011,237896931,185987024,13727151,275243486,45010377,230233109,NIIF PLENAS-GRUPO 1
894,860.048.626,MINIPAK S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,148830607,17746334,179498952,55864668,123634284,139860727,13475349,160154656,54054318,106100338,NIIF PYMES-GRUPO 2
895,830.001.637,SONDA DE COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,148669205,-92798,212995565,83672415,129323150,158203802,-1440551,200942135,95125155,105816980,NIIF PLENAS-GRUPO 1
896,900.324.055,DISPRESCO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,148522656,14292349,284838198,227079893,57758305,150775689,7539119,191788222,145922266,45865956,NIIF PYMES-GRUPO 2
897,800.164.590,CELTA SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,148471266,5008914,66606810,27687705,38919105,145845329,8213256,78624060,36537932,42086128,NIIF PLENAS-GRUPO 1
898,900.106.364,TELECENTER PANAMERICANA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,148458846,8584454,66817017,25333890,41483127,140492528,4646521,142034145,25452542,116581603,NIIF PLENAS-GRUPO 1
899,890.903.995,AGAVAL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,148146544,3838960,122538680,74999218,47539462,137820462,2729030,114189082,73492415,40696667,NIIF PLENAS-GRUPO 1
900,830.031.757,DATA TOOLS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,147822946,10168146,90319288,44297783,46021505,123910108,9568605,75715640,40068760,35646880,NIIF PYMES-GRUPO 2
901,816.003.186,COMERCIALIZADORA HOMAZ SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,COMERCIO,147794954,2202476,76439503,39940012,36499491,134425803,2086174,65348927,39244923,26104004,NIIF PYMES-GRUPO 2
902,830.062.000,GILAT COLOMBIA S.A.S. E.S.P,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,147475375,14236730,33950385,18484223,15466162,79245155,-15004506,60048292,58818860,1229432,NIIF PLENAS-GRUPO 1
903,891.856.000,CAPRESOCA E.P.S.,SUPERSALUD,Otros,CASANARE,YOPAL,SERVICIOS,147027137.64,-14008161.56,28493872.53,101594238.23,-73100365.70,134109610.97,-4505066.76,30433883.95,89526088.09,-59092204.14,REGIMEN R 414 de 2014 - CGN
904,804.010.412,AGROMILENIO S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,COMERCIO,146855954,3234110,107215977,91065492,16150485,116615342,3723791,114550812,101123210,13427602,NIIF PYMES-GRUPO 2
905,860.029.978,SC JOHNSON & SON COLOMBIANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,146855051,8267288,66562871,37893807,28669064,145660048,-6086845,55910605,35508829,20401776,NIIF PLENAS-GRUPO 1
906,800.215.065,COORDINADORA DE SERVICIOS DE PARQUE CEMENTERIO S.A.S. COORSERPARK S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,146783718,2484572,44437615,28402195,16035420,125727389,826084,36236672,24166720,12069952,NIIF PYMES-GRUPO 2
907,811.021.363,UNIPLES SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,146735584,1335854,37664202,16166213,21497989,129790293,2520171,33615687,12803557,20812130,NIIF PYMES-GRUPO 2
908,860.066.946,SEGURIDAD SUPERIOR LIMITADA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,146650711.67,6117104.10,35424406.90,14108400.66,21316006.24,138047740,5344561,23396409,8188980,15207429,NIIF PLENAS-GRUPO 1
909,830.096.374,INDRA SISTEMAS S.A SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,146570321,14461227,102526087,60388569,42137518,140675552,1728190,85104954,52512369,32592585,NIIF PLENAS-GRUPO 1
910,800.120.681,CROYDON COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,146506645,1386118,86356185,57196958,29159227,125579646,1022232,82376039,54602930,27773109,NIIF PYMES-GRUPO 2
911,900.924.527,H&M HENNES & MAURITZ COLOMBIA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,146495809,-2861832,180111072,176817977,3293095,95221493,-16394737,181453670,175298743,6154927,NIIF PLENAS-GRUPO 1
912,900.207.065,IBEROMODA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,COMERCIO,146443140,3211679,58840559,51528732,7311827,144292062,6186159,72441063,61888703,10552360,NIIF PLENAS-GRUPO 1
913,890.100.454,DUPONT DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,146340460,1658582,154119740,65173648,88946092,174183170,-669245,137545974,50258464,87287510,NIIF PLENAS-GRUPO 1
914,900.925.992,AKTOR TECHNICAL SOCIETE ANONYME COLOMBIAN BRANCH,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,146198573,17295423,87323985,69558319,17765666,23847295,-512074,60863929,60852434,11495,NIIF PLENAS-GRUPO 1
915,900.297.153,COASPHARMA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,146090807,-562148,164865111,140841316,24023795,147606508,1866940,158480425,139405866,19074559,NIIF PYMES-GRUPO 2
916,900.904.055,MHC INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,146062024,77793194,550108751,339094665,211014086,179655803,63389472,465950612,382729720,83220892,NIIF PYMES-GRUPO 2
917,900.483.014,EMPAQUES FLEXA S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,145515358,813518,148283352,67653204,80630148,145760037,7006399,146902980,67086350,79816630,NIIF PLENAS-GRUPO 1
918,830.076.125,GRUNENTHAL COLOMBIANA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,145228391,20905584,134021024,41555734,92465290,137997522,22035541,160224555,48720581,111503974,NIIF PLENAS-GRUPO 1
919,860.513.857,COHERPA INGENIEROS CONSTRUCTORES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,145220467,99219359,438380515,131237824,307142691,30170193,5983419,274336204,94705046,179631158,NIIF PLENAS-GRUPO 1
920,800.213.075,RESTCAFE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,145180171,-13650397,102043875,86896781,15147094,154853730,-11429245,111830487,89106642,22723845,NIIF PLENAS-GRUPO 1
921,900.172.963,HLF Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,145167507,6136451,36638222,28621504,8016718,147605142,5861297,34939050,24542445,10396605,NIIF PLENAS-GRUPO 1
922,900.208.445,CERAMICAS SAN LORENZO INDUSTRIAL DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOPO-CUNDINAMARCA,MANUFACTURA,145020203,-11285267,300372813,183756217,116616596,138470060,18625571,178378532,111926371,66452161,NIIF PLENAS-GRUPO 1
923,804.017.043,EXTRACTORA CENTRAL SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,PUERTO-WILCHES-SANTANDER,MANUFACTURA,144954045,7480361,68191890,27583323,40608567,136763573,7104302,55111151,14190166,40920985,NIIF PYMES-GRUPO 2
924,900.818.642,CONSTRUCCIONES COLOMBIANAS OHL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,144813623,-89399702,199635532,198683370,952162,198048734,14174945,145566169,124214470,21351699,NIIF PLENAS-GRUPO 1
925,860.505.170,MEGALINEA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,144662349,501393,22743216,18210948,4532268,141605497,145834,23137896,18942537,4195359,NIIF PLENAS-GRUPO 1
926,890.900.085,LOCERIA COLOMBIANA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,CALDAS-ANTIOQUIA,MANUFACTURA,144633025,8164284,136224371,70709224,65515147,130995680,1449294,123869848,65684584,58185264,NIIF PLENAS-GRUPO 1
927,890.204.797,COMERTEX SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,COMERCIO,144525736,2550953,123155271,71112093,52043178,122789504,1019749,114014118,62323747,51690371,NIIF PLENAS-GRUPO 1
928,890.920.043,TENNIS S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,144419681,-11965001,278921879,203061500,75860379,163736834,-994173,255460065,161125652,94334413,NIIF PLENAS-GRUPO 1
929,822.007.117,DISTRIBUCIONES LA NIEVE LTDA,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,COMERCIO,144346446,1655113,76514186,58073963,18440223,138770952,688220,70291299,53506110,16785189,NIIF PYMES-GRUPO 2
930,890.906.119,PLASTIQUIMICA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA-ANTIOQUIA,MANUFACTURA,144248203,4538219,156655327,82618419,74036908,132315738,7750253,149163361,79664673,69498688,NIIF PLENAS-GRUPO 1
931,890.936.071,AGROPECUARIA SAN FERNANDO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,AMAGA-ANTIOQUIA,MANUFACTURA,144212244,11207563,154822231,59560074,95262157,141177710,17932694,152841650,60537056,92304594,NIIF PYMES-GRUPO 2
932,891.600.091,CCF DEL CHOCO,SUPERSALUD,Costa Pacífica,CHOCO,QUIBDO,SERVICIOS,143910734.19,2214147.58,26520742.21,30713493.87,-4192751.67,122445726.58,2301800.79,19884339.54,32049417.77,-12165078.23,NIIF PYMES-GRUPO 2
933,900.351.736,DREAM REST COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA-CUNDINAMARCA,MANUFACTURA,143869253,6979075,125878972,86882196,38996776,90740310,2936777,61821795,42329947,19491848,NIIF PYMES-GRUPO 2
934,800.161.633,CONSTRUCCIONES LAS GALIAS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,143778246,88716667,1011143267,450701788,560441479,76582343,40118088,877802139,397836085,479966054,NIIF PYMES-GRUPO 2
935,860.002.097,SEISSA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,143755034,142294294,1182998929,15418578,1167580351,104837312,103423304,1040115994,15031184,1025084810,NIIF PLENAS-GRUPO 1
936,806.013.773,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL RECYCLABLES SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,COMERCIO,143690070,834688,22666159,6943645,15722514,143497683,1281884,20652603,8520642,12131961,NIIF PYMES-GRUPO 2
937,890.301.753,SI SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,143205789,5629774,102662048,54373744,48288304,138023400,7047433,95288574,44942904,50345670,NIIF PLENAS-GRUPO 1
938,890.201.201,OTACC S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,CONSTRUCCIÓN,143187284,7104379,73606275,32124498,41481777,39720486,3154145,49254017,14876619,34377398,NIIF PLENAS-GRUPO 1
